ProductName,PrimaryCategory,SubCategory,Label,Combination,Price,Rank,ChemicalName,ChemicalCount,Dry,Normal,Oily,Sensitive,TotalChemicalScore
5 CAMOUFLAGE CREAM PALETTE,Makeup Products (non-permanent),Foundations and Bases,Cleanser,0,25.0,4.4,11,-0.31902113712309016,0,0,0,0,11
5 CAMOUFLAGE CREAM PALETTE,Makeup Products (non-permanent),Foundations and Bases,Moisturizer,0,30.0,4.2,11,-0.31902113712309016,0,0,0,0,11
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
"ABEILLE ROYALE - 1-MONTH YOUTH TREATMENT - ROYAL JELLY CONCENTRATE - FIRMING LIFT, WRINKLE CORRECTION, RADIANCE",Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - AQUA CUSHION - MOISTURIZING CUSHION � DEWY EFFECT �,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - AQUA CUSHION - MOISTURIZING CUSHION � DEWY EFFECT �,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - AQUA CUSHION - MOISTURIZING CUSHION � DEWY EFFECT �,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - BEE GLOW - AQUA CUSHION - MOISTURIZING CUSHION � DEWY EFFECT �,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - YOUTH MOISTURIZER - DEWY SKIN,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - YOUTH MOISTURIZER - DEWY SKIN,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - BEE GLOW - YOUTH MOISTURIZER - DEWY SKIN,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - BEE GLOW - YOUTH MOISTURIZER - DEWY SKIN,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - DAILY REPAIR - AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - DAILY REPAIR - AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - DAILY REPAIR - AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - DAILY REPAIR - AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - DAY CREAM - NORMAL TO COMBINATION SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - DAY CREAM - NORMAL TO COMBINATION SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - DAY CREAM - NORMAL TO COMBINATION SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,6,2.9917203929605862,0,0,0,0,6
"ABEILLE ROYALE - DAY CREAM - NORMAL TO COMBINATION SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,2,2.9917203929605862,0,0,0,0,2
ABEILLE ROYALE - EYE CREAM - MULTI-WRINKLE MINIMIZER,Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - EYE CREAM - MULTI-WRINKLE MINIMIZER,Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - EYE CREAM - MULTI-WRINKLE MINIMIZER,Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - EYE CREAM - MULTI-WRINKLE MINIMIZER,Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - HONEY SMILE LIFT - LIP & CONTOUR SCULPTING TREATMENT,Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - HONEY SMILE LIFT - LIP & CONTOUR SCULPTING TREATMENT,Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - HONEY SMILE LIFT - LIP & CONTOUR SCULPTING TREATMENT,Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - HONEY SMILE LIFT - LIP & CONTOUR SCULPTING TREATMENT,Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - NIGHT CREAM - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Nighttime Skin Care,Eye cream,0,230.0,5.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - NIGHT CREAM - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Nighttime Skin Care,Eye cream,1,200.0,3.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - NIGHT CREAM - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Nighttime Skin Care,Moisturizer,1,44.333333333333336,4.2,6,2.9917203929605862,0,0,0,0,6
"ABEILLE ROYALE - NIGHT CREAM - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Nighttime Skin Care,Treatment,0,150.0,3.6,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - QUEEN'S TREATMENT - REVIVES, FORTIFIES, ILLUMINATES",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,0,230.0,5.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - QUEEN'S TREATMENT - REVIVES, FORTIFIES, ILLUMINATES",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,1,200.0,3.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - QUEEN'S TREATMENT - REVIVES, FORTIFIES, ILLUMINATES",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,6,2.9917203929605862,0,0,0,0,6
"ABEILLE ROYALE - QUEEN'S TREATMENT - REVIVES, FORTIFIES, ILLUMINATES",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Treatment,0,150.0,3.6,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYALE - REPLENISHING EYE CREAM -ROYAL JELLY CONCENTRATE- SMOOTHING, REDENSIFYING",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - REPLENISHING EYE CREAM -ROYAL JELLY CONCENTRATE- SMOOTHING, REDENSIFYING",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - REPLENISHING EYE CREAM -ROYAL JELLY CONCENTRATE- SMOOTHING, REDENSIFYING",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
"ABEILLE ROYALE - REPLENISHING EYE CREAM -ROYAL JELLY CONCENTRATE- SMOOTHING, REDENSIFYING",Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - YOUTH SERUM,Skin Care Products ,Skin Moisturizers (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM FIRMING LIFT WRINKLE CORRECTION,Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM FIRMING LIFT WRINKLE CORRECTION,Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE - YOUTH SERUM FIRMING LIFT WRINKLE CORRECTION,Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE - YOUTH SERUM FIRMING LIFT WRINKLE CORRECTION,Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - YOUTH WATERY OIL - REPLUMPS, SMOOTHES, ILLUMINATES",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - YOUTH WATERY OIL - REPLUMPS, SMOOTHES, ILLUMINATES",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYALE - YOUTH WATERY OIL - REPLUMPS, SMOOTHES, ILLUMINATES",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
"ABEILLE ROYALE - YOUTH WATERY OIL - REPLUMPS, SMOOTHES, ILLUMINATES",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE AGE-DEFYING SERUM,Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE GOLD EYETECH EYE SCULPT SERUM,Skin Care Products ,Other Skin Care Product,Eye cream,0,230.0,5.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE GOLD EYETECH EYE SCULPT SERUM,Skin Care Products ,Other Skin Care Product,Eye cream,1,200.0,3.0,1,-0.31902113712309016,0,0,0,0,1
ABEILLE ROYALE GOLD EYETECH EYE SCULPT SERUM,Skin Care Products ,Other Skin Care Product,Moisturizer,1,44.333333333333336,4.2,3,-0.31902113712309016,0,0,0,0,3
ABEILLE ROYALE GOLD EYETECH EYE SCULPT SERUM,Skin Care Products ,Other Skin Care Product,Treatment,0,150.0,3.6,1,-0.31902113712309016,0,0,0,0,1
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,0,230.0,5.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Eye cream,1,200.0,3.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Moisturizer,1,44.333333333333336,4.2,6,2.9917203929605862,0,0,0,0,6
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Anti-Wrinkle/Anti-Aging Products (making a cosmetic claim),Treatment,0,150.0,3.6,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Eye cream,0,230.0,5.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Eye cream,1,200.0,3.0,2,2.9917203929605862,0,0,0,0,2
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Moisturizer,1,44.333333333333336,4.2,6,2.9917203929605862,0,0,0,0,6
"ABEILLE ROYLE - DAY CREAM - NORMAL TO DRY SKIN - WRINKLE CORRECTION, FIRMING",Skin Care Products ,Facial Cream,Treatment,0,150.0,3.6,2,2.9917203929605862,0,0,0,0,2
ALCHEMIST HOLOGRAPHIC PALETTE,Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,26.0,4.1,1,-0.31902113712309016,0,0,0,0,1
ALCHEMIST HOLOGRAPHIC PALETTE,Makeup Products (non-permanent),Face Powders,Moisturizer,0,26.0,4.1,1,-0.31902113712309016,0,0,0,0,1
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Cleanser,1,55.0,4.6,2,-0.31902113712309016,0,0,0,0,2
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Eye cream,1,146.66666666666666,4.3999999999999995,3,-0.31902113712309016,0,0,0,0,3
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Face Mask,0,32.0,3.8,1,-0.31902113712309016,0,0,0,0,1
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Face Mask,1,115.0,4.65,2,-0.31902113712309016,0,0,0,0,2
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Moisturizer,1,116.66666666666667,4.266666666666667,6,-0.31902113712309016,0,0,0,0,6
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Sun protect,0,40.0,4.0,1,-0.31902113712309016,0,0,0,0,1
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Sun protect,1,90.5,3.825,4,-0.31902113712309016,0,0,0,0,4
AMOREPACIFIC GREEN TEA PERFUMED BODY SCRUB,Bath Products,Scrubs and Exfoliants,Treatment,1,130.0,4.300000000000001,2,-0.31902113712309016,0,0,0,0,2
ANTICERNES TENSEUR / LIFT CONCEALER (ALL SHADES),Makeup Products (non-permanent),Foundations and Bases,Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
ANTICERNES TENSEUR / LIFT CONCEALER (ALL SHADES),Makeup Products (non-permanent),Foundations and Bases,Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
AQUA BROW  WATERPROOF EYEBROW CORRECTOR,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,5,-0.31902113712309016,0,0,0,0,5
AQUA BROW  WATERPROOF EYEBROW CORRECTOR,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,5,-0.31902113712309016,0,0,0,0,5
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),Blushes ,Cleanser,0,25.0,4.4,2,2.9917203929605862,0,0,0,0,2
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),Blushes ,Moisturizer,0,30.0,4.2,2,2.9917203929605862,0,0,0,0,2
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,2,2.9917203929605862,0,0,0,0,2
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,30.0,4.2,2,2.9917203929605862,0,0,0,0,2
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Cleanser,0,25.0,4.4,2,2.9917203929605862,0,0,0,0,2
AQUA CREAM Fard Cr�me Waterproof / Waterproof Cream Color (all shades),Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Moisturizer,0,30.0,4.2,2,2.9917203929605862,0,0,0,0,2
AQUA CREAMLINER EYELINER CREME WATERPROOF/WATERPROOF CREAM EYELINER (ALL SHADES),Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
AQUA CREAMLINER EYELINER CREME WATERPROOF/WATERPROOF CREAM EYELINER (ALL SHADES),Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
AQUA EYES Crayon contour des yeux waterproof /Waterproof eyeliner pencil	 (ALL SHADES)	,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
AQUA EYES Crayon contour des yeux waterproof /Waterproof eyeliner pencil	 (ALL SHADES)	,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
AQUA LINER Eyeliner Waterproof Haute Pr�cision /High Precision Waterproof Eyeliner,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,1,-0.31902113712309016,0,0,0,0,1
AQUA LINER Eyeliner Waterproof Haute Pr�cision /High Precision Waterproof Eyeliner,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,1,-0.31902113712309016,0,0,0,0,1
AQUA LINER HIGH PRECISION WATERPROOF EYELINER,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,17,-0.31902113712309016,0,0,0,0,17
AQUA LINER HIGH PRECISION WATERPROOF EYELINER,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,17,-0.31902113712309016,0,0,0,0,17
AQUA LIP CRAYON CONTOUR DES LEVRES WATERPROOF/WATERPROOF LIPLINER PENCIL (ALL SHADES),Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
AQUA LIP CRAYON CONTOUR DES LEVRES WATERPROOF/WATERPROOF LIPLINER PENCIL (ALL SHADES),Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
AQUA LIP WATERPROOF LIPLINER PENCIL,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Cleanser,0,25.0,4.4,20,-0.31902113712309016,0,0,0,0,20
AQUA LIP WATERPROOF LIPLINER PENCIL,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Moisturizer,0,30.0,4.2,20,-0.31902113712309016,0,0,0,0,20
AQUA MATIC  WATERPROOF GLIDE-ON EYE SHADOW,Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,15,-0.31902113712309016,0,0,0,0,15
AQUA MATIC  WATERPROOF GLIDE-ON EYE SHADOW,Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,30.0,4.2,15,-0.31902113712309016,0,0,0,0,15
AQUA RESIST SMOKY SHADOW 24H*-WATERPROOF MULTI-USE EYE COLOR STICK,Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,30,2.9917203929605862,0,0,0,0,30
AQUA RESIST SMOKY SHADOW 24H*-WATERPROOF MULTI-USE EYE COLOR STICK,Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,30.0,4.2,30,2.9917203929605862,0,0,0,0,30
AQUA XL COLOR PAINT EXTRA LONG LASTING WATERPROOF SHADOW,Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,40,2.9917203929605862,0,0,0,0,40
AQUA XL COLOR PAINT EXTRA LONG LASTING WATERPROOF SHADOW,Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,30.0,4.2,40,2.9917203929605862,0,0,0,0,40
AQUA XL COLOR PAINT EXTRA LONG LASTING WATERPROOF SHADOW,Makeup Products (non-permanent),"Paints (e.g. facial, body)",Cleanser,0,25.0,4.4,40,2.9917203929605862,0,0,0,0,40
AQUA XL COLOR PAINT EXTRA LONG LASTING WATERPROOF SHADOW,Makeup Products (non-permanent),"Paints (e.g. facial, body)",Moisturizer,0,30.0,4.2,40,2.9917203929605862,0,0,0,0,40
AQUA XL EYE PENCIL EXTRA LONG LASTING WATERPROOF EYE PENCIL,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,50,2.9917203929605862,0,0,0,0,50
AQUA XL EYE PENCIL EXTRA LONG LASTING WATERPROOF EYE PENCIL,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,50,2.9917203929605862,0,0,0,0,50
AQUA XL INK LINER EXTRA LONG LASTING WATERPROOF EYELINER,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,26,2.9917203929605862,0,0,0,0,26
AQUA XL INK LINER EXTRA LONG LASTING WATERPROOF EYELINER,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,26,2.9917203929605862,0,0,0,0,26
AQUARELLE FLUIDE COLORE VISAGE ET CORPS/FACE & BODY LIQUID COLOR (ALL SHADES),Makeup Products (non-permanent),"Paints (e.g. facial, body)",Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
AQUARELLE FLUIDE COLORE VISAGE ET CORPS/FACE & BODY LIQUID COLOR (ALL SHADES),Makeup Products (non-permanent),"Paints (e.g. facial, body)",Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
ARTIST ACRYLIP LIP PAINT,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Cleanser,0,25.0,4.4,10,-0.31902113712309016,0,0,0,0,10
ARTIST ACRYLIP LIP PAINT,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Moisturizer,0,30.0,4.2,10,-0.31902113712309016,0,0,0,0,10
ARTIST ACRYLIP LIQUID STAIN,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Cleanser,0,25.0,4.4,2,-0.31902113712309016,0,0,0,0,2
ARTIST ACRYLIP LIQUID STAIN,Makeup Products (non-permanent),"Lip Color - Lipsticks, Liners, and Pencils",Moisturizer,0,30.0,4.2,2,-0.31902113712309016,0,0,0,0,2
ARTIST COLOR PENCIL MULTI-USE MATTE PENCIL,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Cleanser,0,25.0,4.4,86,2.9917203929605862,0,0,0,0,86
ARTIST COLOR PENCIL MULTI-USE MATTE PENCIL,Makeup Products (non-permanent),Eyeliner/Eyebrow Pencils,Moisturizer,0,30.0,4.2,86,2.9917203929605862,0,0,0,0,86
ARTIST COLOR SHADOW HIGH IMPACT EYE SHADOW,Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,84,-0.31902113712309016,0,0,0,0,84
ARTIST COLOR SHADOW HIGH IMPACT EYE SHADOW,Makeup Products (non-permanent),Eye Shadow,Moisturizer,0,30.0,4.2,84,-0.31902113712309016,0,0,0,0,84
ARTIST COLOR SHADOW HIGH IMPACT POWDER,Makeup Products (non-permanent),Eye Shadow,Cleanser,0,25.0,4.4,100,2.9917203929605862,0,0,0,0,100
